"SKURcrd","MfgName","MfgNo","Quantity","smShortDesc","ShortDesc","Description","Picture","Price","MAP","MSRP","AddShip","ShipWeight","ShipLength","ShipWidth","ShipHeight","CategoryParentName","CategoryName","CategoryAbbv","MfgAbbv","MfgSite","ProductGroup","GroupMisc","Rcstus","BarCode","DEPID","RestrictedAreas","Warranty","Thumbnail","ExtraTxt1","ExtraFileNm1","Extra1Exp","ExtraTxt2","ExtraFileNm2","Extra2Exp","ExtraFileNm3","ExtraTxt3","Extra3Exp","Ebay","PicEB","CaseQty","UnitQty","CategoryID","PicURL","BillableWeight","EconomyBillable",
36633,A-Zoom,16123,1,Rev Metal Snap Caps 44-40Win 6pk,Revolver Metal Snap Caps,A-Zoom Practice Ammo Rounds are much more than conventional snap-caps.<br>A-Zoom metal snap-caps are precision CNC machined from solid aluminum to exact size then hard anodized. This hard anodized surface provides for ultra-smooth functioning and long cycling life. The highly durable dry fire "Dead Cap" can take over three thousand dry fires while protecting the firing pin. <br> <br>Features:<br><br> -Totally Safe<br> -Eliminate Unnecessary Risk!<br> -Tough Solid Aluminum Construction Ideal for Training Storage<br> -Function Testing Cowboy Action<br> -Teach or Learn Safe Gun Handling<br> -Dry Fire Thousands of Times without Damage<br> -Handles just like Real Ammo,pachpic16123.jpg,11.33,0,20.98,0,0.3,4.5,0.5,6,Ammunition,Dummy Cartridges/Blanks,AM,AZOO,www.azoomsnapcaps.com,DUR,44-40 Winchester Per 6,C,666692161230,52073,,Warranted against manufacturers defects.,th_pachpic16123.gif,,,,,,,,,,0,,10,6,12,https://images.dealerease.net/prodpics/pachpic16123.jpg,1,1,
36635,A-Zoom,15117,0,Pistol Mtl Snap Caps 10mm 5pk,Pistol Metal Snap Caps,A-Zoom Practice Ammo Rounds are much more than conventional snap-caps.<br>A-Zoom metal snap-caps are precision CNC machined from solid aluminum to exact size then hard anodized. This hard anodized surface provides for ultra-smooth functioning and long cycling life. The highly durable dry fire "Dead Cap" can take over three thousand dry fires while protecting the firing pin. <br> <br>Features:<br><br> -Totally Safe<br> -Eliminate Unnecessary Risk!<br> -Tough Solid Aluminum Construction Ideal for Training Storage<br> -Function Testing Cowboy Action<br> -Teach or Learn Safe Gun Handling<br> -Dry Fire Thousands of Times without Damage<br> -Handles just like Real Ammo,pachpic15115.jpg,9.7,0,17.98,0,0.3,4.5,0.5,6,Ammunition,Dummy Cartridges/Blanks,AM,AZOO,www.azoomsnapcaps.com,DUS,10mm Per 5,C,666692151170,52075,,Warranted against manufacturers defects.,th_pachpic15115.gif,,,,,,,,,,0,,10,5,12,https://images.dealerease.net/prodpics/pachpic15115.jpg,1,1,
36638,A-Zoom,15159,7,Pistol Mtl Snap Caps 357 Sig 5pk,Pistol Metal Snap Caps,A-Zoom Practice Ammo Rounds are much more than conventional snap-caps.<br>A-Zoom metal snap-caps are precision CNC machined from solid aluminum to exact size then hard anodized. This hard anodized surface provides for ultra-smooth functioning and long cycling life. The highly durable dry fire "Dead Cap" can take over three thousand dry fires while protecting the firing pin. <br> <br>Features:<br><br> -Totally Safe<br> -Eliminate Unnecessary Risk!<br> -Tough Solid Aluminum Construction Ideal for Training Storage<br> -Function Testing Cowboy Action<br> -Teach or Learn Safe Gun Handling<br> -Dry Fire Thousands of Times without Damage<br> -Handles just like Real Ammo,azoopic15159.jpg,9.7,0,17.98,0,0.3,4.5,0.5,6,Ammunition,Dummy Cartridges/Blanks,AM,AZOO,www.azoomsnapcaps.com,DUS,357 Sig Per 5,C,666692151590,52084,,Warranted against manufacturers defects.,th_azoopic15159.gif,,,,,,,,,,0,,10,5,12,https://images.dealerease.net/prodpics/azoopic15159.jpg,1,1,
36646,A-Zoom,12222,204,Rifle Metal Snap Caps 223 Rem 2pk,Rifle Metal Snap Caps,A-Zoom Practice Ammo Rounds are much more than conventional snap-caps.<br>A-Zoom metal snap-caps are precision CNC machined from solid aluminum to exact size then hard anodized. This hard anodized surface provides for ultra-smooth functioning and long cycling life. The highly durable dry fire "Dead Cap" can take over three thousand dry fires while protecting the firing pin. <br> <br>Features:<br><br> -Totally Safe<br> -Eliminate Unnecessary Risk!<br> -Tough Solid Aluminum Construction Ideal for Training Storage<br> -Function Testing Cowboy Action<br> -Teach or Learn Safe Gun Handling<br> -Dry Fire Thousands of Times without Damage<br> -Handles just like Real Ammo,azoopic12222.jpg,5.51,0,10.2,0,0.1,6,4.25,0.75,Ammunition,Dummy Cartridges/Blanks,AM,AZOO,www.azoomsnapcaps.com,DUT,223 Remington Per 2,C,666692122224,52138,,Warranted against manufacturers defects.,th_azoopic12222.gif,,,,,,,,,,0,,10,2,12,https://images.dealerease.net/prodpics/azoopic12222.jpg,1,1,
36648,A-Zoom,12224,7,Rifle Metal Snap Caps 270 Win 2pk,Rifle Metal Snap Caps,A-Zoom Practice Ammo Rounds are much more than conventional snap-caps.<br>A-Zoom metal snap-caps are precision CNC machined from solid aluminum to exact size then hard anodized. This hard anodized surface provides for ultra-smooth functioning and long cycling life. The highly durable dry fire "Dead Cap" can take over three thousand dry fires while protecting the firing pin. <br> <br>Features:<br><br> -Totally Safe<br> -Eliminate Unnecessary Risk!<br> -Tough Solid Aluminum Construction Ideal for Training Storage<br> -Function Testing Cowboy Action<br> -Teach or Learn Safe Gun Handling<br> -Dry Fire Thousands of Times without Damage<br> -Handles just like Real Ammo,azoopic12224.jpg,5.51,0,10.2,0,0.3,4.5,0.5,6,Ammunition,Dummy Cartridges/Blanks,AM,AZOO,www.azoomsnapcaps.com,DUT,270 Winchester Per 2,C,666692122248,52140,,Warranted against manufacturers defects.,th_azoopic12224.gif,,,,,,,,,,0,,10,2,12,https://images.dealerease.net/prodpics/azoopic12224.jpg,1,1,
39571,CCI,49,392,17 HMR V Max/50rds,17 HMR,Explosive expansion on varmint and the accuracy that made TNT famous. The game point dimple tip bullet mushrooms like a big game bullet instead of fragmenting like a varmint bullet. <br><br><br>Features:<br><br>- Bullet Type: V-Max<br>- Muzzle Energy: 245 ft lbs<br>- Muzzle Velocity: 2550 fps<br><br><br>Specifications:<br><br>- Caliber: 17 HMR<br>- Bullet Weight: 17 GR<br>- Rounds/box: 50 Rounds Per Box 40 Boxes Per Case,ccipic0049.jpg,12.18,0,17.95,0,0.3,3.5,2,1.5,Ammunition,Rimfire Ammunition,AM,CCI,www.cci-ammunition.com,HKY,V Max (Per 50),C,076683000491,58163,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_ccipic0049.gif,,,,,,,,,,0,,40,50,14,https://images.dealerease.net/prodpics/ccipic0049.jpg,1,1,
39641,Federal Cartridge,P300WSMD,9,300 WSM 150gr Nosl BT VtlShok /20,300 Winchester Short Magnum,Quality hunting ammunition designed for maximum performance and reliability. Premium hunting bullets are matched with select powders primers and brass to create a reliable hard-hitting hunting cartridge. Vital-Shok loads are great for medium light-skinned game such as deer. This ammunition is new production non-corrosive in boxer primed reloadable cases. <br><br>Specifications:<br><br>- Caliber: 300 Winchester Short Magnum (WSM)<br>- Bullet Weight: 150 Grains<br>- Bullet Style: Nosler Ballistic Tip<br>- Case Type: Nickel Plated<br>- Quantity: Per 20<br><br>Ballistics Information:<br><br>- Muzzle Velocity: 3200 fps<br>- Muzzle Energy: 3410 ft lbs,fedepicp300wsmd.jpg,34.05,0,50.95,0,1.5,6.75,3.5,1.5,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,HMQ,Premium Vital-Shok 150 Grains Nosler Ballistic Tip Per 20,C,029465095062,56046,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicp300wsmd.gif,$25 Mail-In Rebate,2014federalsavagerebate.pdf,12/31/2014,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepicp300wsmd.jpg,2,2,
39643,Federal Cartridge,F300WSMFS2,1,300 Win Short Mag 180gr Fusion,300 Winchester Short Magnum,Federal Fusion Ammunition is loaded with a specialized bullet perfect for deer sized game that features an electrochemically bonded lead core to copper jacket eliminating the possibility of a core/jacket separation. The boat tail rifle bullets feature a slight dimple in the nose that delivers exceptional accuracy and devastating terminal performance which delivers an impact that radiates lethal shock throughout the target. This energy is optimized through mass weight retention a top-secret tip-skiving process and superior bullet integrity. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 300 Winchester Short Magnum (WSM)<br>- Bullet Weight: 180 Grains<br>- Bullet Style: Spitzer Boat Tail<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2950 fps<br>- Muzzle Energy: 3410 ft lbs,fedepicf300wsmfs2.jpg,30.65,0,45.95,0,1.6,6.75,3.5,1.5,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,HMQ,Fusion 180 Grains Spitzer Boat Tail Per 20,C,029465098049,56048,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_fedepicf300wsmfs2.gif,SavageAmmo_Rebate,Federal_Ammo_Savage_Rebate.jpg,12/31/2016,Federal_Fusion_Rebate,2016_FusionPromo.pdf,12/31/2016,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepicf300wsmfs2.jpg,2,2,
39935,CCI,23974,24,40S&W 180gr GDHP Short Barrel,40 Smith & Wesson,A patented process forms the hollow point cavity in two stages. The core is pre-fluted to define the "fault" lines of expansion controlling final diameter and retained weight. The second process finishes the cavity and controls the rate of expansion. Select clean burning propellants deliver optimum velocity while ensuring consistent chamber pressures. Non corrosive CCI primers are used for highly sensitive and reliable performance as well as nickel plated brass cases for smooth feeding and durability.<br><br><br>Features:<br><br>- Bullet Type: Gold Dot Hollow Point<br>- Muzzle Energy: 361 ft lbs<br>- Muzzle Velocity: 950 fps<br><br><br>Specifications:<br><br>- Caliber: 40 Smith & Wesson<br>- Bullet Weight: 180 GR<br>- Rounds/box :20 Rounds Per Box,ccipicgdshortbarrel.jpg,22.65,0,33.95,0,0.8,3,2.5,1.5,Ammunition,Centerfire Handgun Ammunition,AM,CCI,www.cci-ammunition.com,HLK,40 S&W 180 Gr GDHP Short Barrel (Per 20),C,076683239747,56559,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Warranted against manufacturers defects.,th_ccipicgdshortbarrel.gif,,,,,,,,,,0,,25,20,13,https://images.dealerease.net/prodpics/ccipicgdshortbarrel.jpg,2,2,
42079,Ultramax,500SW3,13,500 S&W 375gr Cast/20,500 Smith & Wesson,Ultramax ammunition represents serious quality for serious shooters. Since 1986 Ultramax has provided top of the line ammunition with a reputation for accuracy round after round at an unequaled value. All Ultramax ammunition is loaded to SAAMI specs and a visual inspection is performed on every loaded cartridge before it leaves the building. <br><br>Specifications:<br><br>- Caliber: 500 Smith & Wesson<br>- Bullet Weight: 375 Grains<br>- Bullet Style: Lead Round Nose Flat Point<br>- Case Type: Brass<br>- Quantity: 20 Rounds<br> <br>Ballistics Information:<br> <br>- Muzzle Velocity: 1475 fps<br>- Muzzle Energy: 1811 ft lbs,ultramaxpic500sw3.jpg,36.34,0,58.95,0,1.9,6.25,3,2,Ammunition,Centerfire Handgun Ammunition,AM,ULTR,www.ultramaxammunition.com,HLY,375 Grains Lead Round Nose Flat Point Per 20,C,755104500030,58288,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,Ultramax unconditionally guarantees everything we sell. If you are not 100% satisfied for any reason we will pay return freight and  issue a full refund.,th_ultramaxpic500sw3.gif,,,,,,,,,,0,,10,20,13,https://images.dealerease.net/prodpics/ultramaxpic500sw3.jpg,3,3,
42417,Hornady,8265,7,416 Rigby 400gr FMJ/ENC /20,416 Rigby,Hornandy's custom rifle ammunition - factory loads so good you'll think they were handloaded! <br><br>Features:<br><br>- Bullet Type: Full Metal Jacket<br>- Muzzle Energy: 5179 ft lbs<br>- Muzzle Velocity: 2415 fps<br><br><br>Specifications:<br><br>- Caliber: 416 Rigby<br>- Bullet Weight: 400 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic8265.jpg,81.54,0,134.75,0,2.8,4.25,3.5,1.75,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HKF,416 Rigby 400 Gr FMJ/ENC (Per 20),C,090255382655,57997,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,No risk lifetime warranty.,th_hornpic8265.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,6,20,11,https://images.dealerease.net/prodpics/hornpic8265.jpg,4,4,
43578,Federal Cartridge,F708FS1,14,Fusion 7mm-08 Rem 140 Grain,7mm-08 Remington,Federal Fusion Ammunition is loaded with a specialized bullet perfect for deer sized game that features an electrochemically bonded lead core to copper jacket eliminating the possibility of a core/jacket separation. The boat tail rifle bullets feature a slight dimple in the nose that delivers exceptional accuracy and devastating terminal performance which delivers an impact that radiates lethal shock throughout the target. This energy is optimized through mass weight retention a top-secret tip-skiving process and superior bullet integrity. This ammunition is new production non-corrosive in boxer primed reloadable brass cases. <br><br>Specifications:<br><br>- Caliber: 7mm-08 Remington<br>- Bullet Weight: 140 Grains<br>- Bullet Style: Spitzer Boat Tail<br>- Case Type: Brass<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 2850 fps<br>- Muzzle Energy: 2525 ft lbs,fedepicf708fs1.jpg,24.59,0,36.95,0,1.45,6.5,3.5,1.25,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,HNS,Fusion 140 Grains Spitzer Boat Tail Per 20,C,029465098612,59529,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_fedepicf708fs1.gif,SavageAmmo_Rebate,Federal_Ammo_Savage_Rebate.jpg,12/31/2016,Federal_Fusion_Rebate,2016_FusionPromo.pdf,12/31/2016,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepicf708fs1.jpg,2,2,
46320,Hornady,8242,2,450/400 400gr DGS /20,450/400,Hornady custom rifle ammunition offers more consistency and accuracy than standard ammo. This ammunition is manufactured to the tightest production tolerances in the industry and combines the highest quality brass primers and powders to deliver peak performances from a factory load. <br><br>Features:<br><br>- Bullet Type:  DGS<br>- Muzzle Energy: 3732 ft lbs<br>- Muzzle Velocity: 2050 fps<br><br><br>Specifications:<br><br>- Caliber: 450/400 Nitro Express<br>- Bullet Weight: 400 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic8242.jpg,82.52,0,136.37,0,1.95,6,4,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HKK,400 Grain DGS (Per 20),C,090255382426,62727,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic8242.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,6,20,11,https://images.dealerease.net/prodpics/hornpic8242.jpg,3,3,
46345,Federal Cartridge,P204B,21,204 Rug 32gr Nosl B-Tip V-Shk /20,204 Ruger Premium V-Shok 32 Grains Nosler Ballistic Tip Per 20,Premium V-Shok ammunition is useful for everything from plinking to varmint or small-game hunting. Each round provides the shooter explosive disruption so it's perfect for competition or an afternoon on the prairie. <br><br>Nosler's Ballistic Tip Varmint Bullets are designed for violent expansion upon impact. The bullet is tipped with a polycarbonate tip which rapidly drives back forcing the thin jacket to expand and fragment. The heavy base prevents deformation during firing and the boat-tail design increases the ballistic efficiency of the bullet. This ammunition is new production and non-corrosive. <br><br>Specifications:<br><br>- Caliber: 204 Ruger<br>- Bullet Weight: 32 Grains<br>- Bullet Style: Nosler Ballistic Tip<br>- Case Type: Nickel Plated<br>- Quantity: Per 20<br><br>Ballistics Information: <br><br>- Muzzle Velocity: 4030 fps<br>- Muzzle Energy: 1154 ft lbs,fedepicp204b.jpg,16.64,0,24.95,0,0.79,3.25,2.51,1.79,Ammunition,Centerfire Rifle Ammunition,AM,FEDE,www.federalpremium.com,,,C,029465098971,62335,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_fedepicp204b.gif,$25 Mail-In Rebate,2014federalsavagerebate.pdf,12/31/2014,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/fedepicp204b.jpg,2,2,
46425,Hornady,81004,8,30 T/C 150gr SST SPF /20,30 Thompson Center,Hornadys 30 T/C offers reduced recoil smaller size and more performance.Quite possibly the most technologically advanced cartridge ever developed the Hornady 30 T/C was specifically designed for Thompson Center's icon bolt action rifle. Built on the premise of optimal ballistics Hornady has perfected the balance between case volume bore volume and burn rates for both the 150 and 165 grain offerings. <br><br>Features:<br><br>- Bullet Type: SST<br>- Muzzle Energy: 2997 ft lbs<br>- Muzzle Velocity: 3000 fps<br><br><br>Specifications:<br><br>- Caliber: 30 Thompson Center<br>- Bullet Weight: 150 GR<br>- Rounds/box: 20 Rounds Per Box 10 Boxes Per Case,hornpic81004.jpg,21.79,0,36.57,0,1.6,6,4,1.25,Ammunition,Centerfire Rifle Ammunition,AM,HORN,www.hornady.com,HJR,150 Gr SST (Per 20),C,090255810042,62738,<a target="_blank" href="http://68.168.105.47/prodpics/restrictions.pdf" >Restricted Areas Document -- Please Read</a>,,th_hornpic81004.gif,Hornady Ballistics Chart,HORN_ballistics_charts.pdf,1/1/2020,,,,,,,0,,10,20,11,https://images.dealerease.net/prodpics/hornpic81004.jpg,2,2,
